#anno-id:3957
#text:그는 또한 유엔이 쿠웨이트 침공에 대해 이라크에 대한 제재를 가했을 때인, 1990년 이후 영양 실조와 소아마비의 사례에 있어서는 두 배가 된 사례를 목격하였다고 이라크 통신사가 말하였다.
0	그는	_	_	B-Perceiver_passive
1	또한	_	_	O
2	유엔이	_	_	B-Phenomenon
3	쿠웨이트	_	_	I-Phenomenon
4	침공에	_	_	I-Phenomenon
5	대해	_	_	I-Phenomenon
6	이라크에	_	_	I-Phenomenon
7	대한	_	_	I-Phenomenon
8	제재를	_	_	I-Phenomenon
9	가했을	_	_	I-Phenomenon
10	때인,	_	_	I-Phenomenon
11	1990년	_	_	I-Phenomenon
12	이후	_	_	I-Phenomenon
13	영양	_	_	I-Phenomenon
14	실조와	_	_	I-Phenomenon
15	소아마비의	_	_	I-Phenomenon
16	사례에	_	_	I-Phenomenon
17	있어서는	_	_	I-Phenomenon
18	두	_	_	I-Phenomenon
19	배가	_	_	I-Phenomenon
20	된	_	_	I-Phenomenon
21	사례를	_	_	I-Phenomenon
22	목격하였다고	목격하다.v	Perception_experience	O
23	이라크	_	_	O
24	통신사가	_	_	O
25	말하였다.	_	_	O

#anno-id:3962
#text:이라크는 대부분이 어린이와 노년층인, 1.2 백만명 이상이 과거 10년 동안 죽었다고 주장하였고, 그리고 사망원인을 식량, 의약품 그리고 다른 필수 보급품의 부족 탓으로 돌리고 있다.
0	이라크는	_	_	O
1	대부분이	_	_	O
2	어린이와	_	_	O
3	노년층인,	노년층.n	People_by_age	O
4	1.2	_	_	O
5	백만명	_	_	O
6	이상이	_	_	O
7	과거	_	_	O
8	10년	_	_	O
9	동안	_	_	O
10	죽었다고	_	_	O
11	주장하였고,	_	_	O
12	그리고	_	_	O
13	사망원인을	_	_	O
14	식량,	_	_	O
15	의약품	_	_	O
16	그리고	_	_	O
17	다른	_	_	O
18	필수	_	_	O
19	보급품의	_	_	O
20	부족	_	_	O
21	탓으로	_	_	O
22	돌리고	_	_	O
23	있다.	_	_	O

#anno-id:3970
#text:이라크는 대부분이 어린이와 노년층인, 1.2 백만명 이상이 과거 10년 동안 죽었다고 주장하였고, 그리고 사망원인을 식량, 의약품 그리고 다른 필수 보급품의 부족 탓으로 돌리고 있다.
0	이라크는	_	_	O
1	대부분이	_	_	O
2	어린이와	_	_	O
3	노년층인,	_	_	O
4	1.2	_	_	O
5	백만명	_	_	O
6	이상이	_	_	O
7	과거	_	_	O
8	10년	_	_	O
9	동안	_	_	O
10	죽었다고	_	_	O
11	주장하였고,	_	_	O
12	그리고	_	_	O
13	사망원인을	_	_	O
14	식량,	식량.n	Food	O
15	의약품	_	_	O
16	그리고	_	_	O
17	다른	_	_	O
18	필수	_	_	O
19	보급품의	_	_	O
20	부족	_	_	O
21	탓으로	_	_	O
22	돌리고	_	_	O
23	있다.	_	_	O

#anno-id:3971
#text:이라크는 대부분이 어린이와 노년층인, 1.2 백만명 이상이 과거 10년 동안 죽었다고 주장하였고, 그리고 사망원인을 식량, 의약품 그리고 다른 필수 보급품의 부족 탓으로 돌리고 있다.
0	이라크는	_	_	O
1	대부분이	_	_	O
2	어린이와	어린이.n	People_by_age	O
3	노년층인,	_	_	O
4	1.2	_	_	O
5	백만명	_	_	O
6	이상이	_	_	O
7	과거	_	_	O
8	10년	_	_	O
9	동안	_	_	O
10	죽었다고	_	_	O
11	주장하였고,	_	_	O
12	그리고	_	_	O
13	사망원인을	_	_	O
14	식량,	_	_	O
15	의약품	_	_	O
16	그리고	_	_	O
17	다른	_	_	O
18	필수	_	_	O
19	보급품의	_	_	O
20	부족	_	_	O
