#anno-id:19648
#text:선한 일을 한 사람에게는 상이 내리는 법이다.
0	선한	_	_	O
1	일을	_	_	O
2	한	_	_	B-Recipient
3	사람에게는	_	_	I-Recipient
4	상이	_	_	B-Theme
5	내리는	내리다.v	Giving	O
6	법이다.	_	_	O

#anno-id:19649
#text:경제 발전이 저해될 수 있는 소지를 미연에 없애버리시오.
0	경제	_	_	B-Action
1	발전이	_	_	I-Action
2	저해될	저해되다.v	Hindering	O
3	수	_	_	O
4	있는	_	_	O
5	소지를	_	_	O
6	미연에	_	_	O
7	없애버리시오.	_	_	O

#anno-id:19656
#text:정화는 그 이론의 정확한 내용을 깨닫지 못했다.
0	정화는	_	_	B-Cognizer
1	그	_	_	B-Phenomenon
2	이론의	_	_	I-Phenomenon
3	정확한	_	_	I-Phenomenon
4	내용을	_	_	I-Phenomenon
5	깨닫지	깨닫다.v	Becoming_aware	O
6	못했다.	_	_	O

#anno-id:19657
#text:12 인 배심은 지난 3 일간의 심리 끝에 이날 로스앤젤레스에서 이민 상담역으로 일해 온 샤에 대해 캘리포니아주의 한 불교사원에서 민주당을 위해 모금한 선거자금에 관해 허위진술을 하는 등 5 개 항목의 중범죄을 저질렀다고 평결했다.
0	12	_	_	O
1	인	_	_	O
2	배심은	_	_	O
3	지난	_	_	O
4	3	_	_	O
5	일간의	_	_	O
6	심리	_	_	O
7	끝에	_	_	O
8	이날	_	_	O
9	로스앤젤레스에서	_	_	O
10	이민	_	_	O
11	상담역으로	_	_	O
12	일해	_	_	O
13	온	_	_	O
14	샤에	_	_	O
15	대해	_	_	O
16	캘리포니아주의	_	_	O
17	한	_	_	O
18	불교사원에서	_	_	O
19	민주당을	_	_	B-Goal
20	위해	위하다.v	Purpose	O
21	모금한	_	_	O
22	선거자금에	_	_	O
23	관해	_	_	O
24	허위진술을	_	_	O
25	하는	_	_	O
26	등	_	_	O
27	5	_	_	O
28	개	_	_	O
29	항목의	_	_	O
30	중범죄을	_	_	O
31	저질렀다고	_	_	O
32	평결했다.	_	_	O

#anno-id:19659
#text:십에서 오를 빼면 얼마냐?
0	십에서	_	_	B-Term_1
1	오를	_	_	B-Term_2
2	빼면	빼다.v	Non-commutative_process	O
3	얼마냐?	_	_	O

#anno-id:19661
#text:거친 태풍이 여객선의 출발를 지연시켰다.
0	거친	_	_	B-Cause
1	태풍이	_	_	I-Cause
2	여객선의	_	_	B-Event
3	출발를	_	_	I-Event
4	지연시켰다.	지연시키다.v	Change_event_time	O

#anno-id:19670
#text:그의 발언은 일본 정부가 북한과의 국교정상화 협상 재개 등 관계 개선을 위해 식량지원을 실시하기로 결정한 날 나온 것으로, 북한측의 반발을 초래할 것으로 전망된다.
0	그의	_	_	O
1	발언은	_	_	O
2	일본	_	_	B-Agent
3	정부가	_	_	I-Agent
4	북한과의	_	_	B-Goal
5	국교정상화	_	_	I-Goal
6	협상	_	_	I-Goal
7	재개	_	_	I-Goal
8	등	_	_	I-Goal
9	관계	_	_	I-Goal
10	개선을	_	_	I-Goal
11	위해	위하다.v	Purpose	O
