#anno-id:10358
#text:우선, 하리마는 무엇인가 하는, 하리마의 지리적인 의미를 가장 뚜렷하게 보여주는 것이 아카마쓰라고 생각합니다.
0	우선,	_	_	O
1	하리마는	_	_	O
2	무엇인가	_	_	O
3	하는,	_	_	O
4	하리마의	_	_	O
5	지리적인	지리적.n	Domain	B-Domain
6	의미를	_	_	B-Predicate
7	가장	_	_	O
8	뚜렷하게	_	_	O
9	보여주는	_	_	O
10	것이	_	_	O
11	아카마쓰라고	_	_	O
12	생각합니다.	_	_	O

#anno-id:10364
#text:부인은 아담한 체구에 호리호리한 사람으로, 두 사람이 함께 걸으면 선생님 그림자에 가려질 듯했죠…」그리운 듯 이렇게 이야기해 준 미야기 씨는, 현재, 공민관에서 양재 선생님을 하고 있다.
0	부인은	_	_	B-Person
1	아담한	_	_	B-Persistent_characteristic
2	체구에	_	_	I-Persistent_characteristic
3	호리호리한	_	_	I-Persistent_characteristic
4	사람으로,	사람.n	People	O
5	두	_	_	O
6	사람이	_	_	O
7	함께	_	_	O
8	걸으면	_	_	O
9	선생님	_	_	O
10	그림자에	_	_	O
11	가려질	_	_	O
12	듯했죠…」그리운	_	_	O
13	듯	_	_	O
14	이렇게	_	_	O
15	이야기해	_	_	O
16	준	_	_	O
17	미야기	_	_	O
18	씨는,	_	_	O
19	현재,	_	_	O
20	공민관에서	_	_	O
21	양재	_	_	O
22	선생님을	_	_	O
23	하고	_	_	O
24	있다.	_	_	O

#anno-id:10368
#text:부인은 아담한 체구에 호리호리한 사람으로, 두 사람이 함께 걸으면 선생님 그림자에 가려질 듯했죠…」그리운 듯 이렇게 이야기해 준 미야기 씨는, 현재, 공민관에서 양재 선생님을 하고 있다.
0	부인은	_	_	B-Individual
1	아담한	_	_	O
2	체구에	_	_	O
3	호리호리한	호리호리하다.a	Body_description_holistic	O
4	사람으로,	_	_	B-Figure
5	두	_	_	O
6	사람이	_	_	O
7	함께	_	_	O
8	걸으면	_	_	O
9	선생님	_	_	O
10	그림자에	_	_	O
11	가려질	_	_	O
12	듯했죠…」그리운	_	_	O
13	듯	_	_	O
14	이렇게	_	_	O
15	이야기해	_	_	O
16	준	_	_	O
17	미야기	_	_	O
18	씨는,	_	_	O
19	현재,	_	_	O
20	공민관에서	_	_	O
21	양재	_	_	O
22	선생님을	_	_	O
23	하고	_	_	O
24	있다.	_	_	O

#anno-id:10372
#text:기만 이치코의 목숨을 건 사랑에 싫증을 느끼던 오스기는, 새로운 자신의 애인, 노에에게도 자유연애 게임에 가담할 것을 권한다.
0	기만	_	_	O
1	이치코의	_	_	O
2	목숨을	_	_	O
3	건	_	_	O
4	사랑에	_	_	O
5	싫증을	_	_	O
6	느끼던	_	_	O
7	오스기는,	_	_	O
8	새로운	_	_	B-Participant_1
9	자신의	_	_	I-Participant_1
10	애인,	_	_	I-Participant_1
11	노에에게도	_	_	I-Participant_1
12	자유연애	_	_	B-Event
13	게임에	_	_	I-Event
14	가담할	가담하다.v	Participation	O
15	것을	_	_	O
16	권한다.	_	_	O

#anno-id:10373
#text:기만 이치코의 목숨을 건 사랑에 싫증을 느끼던 오스기는, 새로운 자신의 애인, 노에에게도 자유연애 게임에 가담할 것을 권한다.
0	기만	_	_	O
1	이치코의	_	_	O
2	목숨을	_	_	O
3	건	_	_	O
4	사랑에	_	_	O
5	싫증을	_	_	O
6	느끼던	_	_	O
7	오스기는,	_	_	O
8	새로운	_	_	O
9	자신의	_	_	O
10	애인,	_	_	O
11	노에에게도	_	_	B-Agent
12	자유연애	자유.n	Strictness	B-Issue
13	게임에	_	_	O
14	가담할	_	_	O
15	것을	_	_	O
16	권한다.	_	_	O

#anno-id:10376
#text:기만 이치코의 목숨을 건 사랑에 싫증을 느끼던 오스기는, 새로운 자신의 애인, 노에에게도 자유연애 게임에 가담할 것을 권한다.
0	기만	_	_	O
1	이치코의	_	_	B-Partner_1
2	목숨을	_	_	I-Partner_1
3	건	_	_	I-Partner_1
4	사랑에	_	_	I-Partner_1
5	싫증을	_	_	I-Partner_1
6	느끼던	_	_	I-Partner_1
7	오스기는,	_	_	I-Partner_1
8	새로운	_	_	O
9	자신의	_	_	O
10	애인,	_	_	O
11	노에에게도	_	_	B-Partner_2
12	자유연애	연애.n	Personal_relationship	O
13	게임에	_	_	O
14	가담할	_	_	O
15	것을	_	_	O
16	권한다.	_	_	O

#anno-id:10392
#text:다이비루는 그의 회사에서는 가깝다.
0	다이비루는	_	_	B-Figure
1	그의	_	_	B-Ground
2	회사에서는	_	_	I-Ground
3	가깝다.	가깝다.a	Locative_relation	O

#anno-id:10393
#text:다이비루는 그의 회사에서는 가깝다.
0	다이비루는	다이비루.n	Buildings	B-Building
1	그의	_	_	O
2	회사에서는	_	_	O
3	가깝다.	_	_	O

#anno-id:10397
#text:전일본민의련의 새로운 부문별 손익계산 및 관리요강안에도 「부문 손익계산서 등의 정확성 확보 및 현장 직원이 스스로 관리하는 것을 권장하기 위하여, 부문에서 발생한 경비 등은 가능한 한 부문(현장)에서, 전표 기표하여, 실비로 계상하는 것이 적절합니다」라고 되어 있습니다.
0	전일본민의련의	_	_	O
1	새로운	_	_	O
2	부문별	_	_	O
3	손익계산	_	_	O
4	및	_	_	O
5	관리요강안에도	_	_	O
6	「부문	_	_	O
7	손익계산서	_	_	O
8	등의	_	_	O
9	정확성	_	_	O
10	확보	_	_	O
11	및	_	_	O
12	현장	_	_	O
13	직원이	_	_	O
14	스스로	_	_	O
15	관리하는	_	_	O
16	것을	_	_	O
17	권장하기	_	_	O
18	위하여,	_	_	O
19	부문에서	_	_	O
20	발생한	_	_	O
21	경비	경비.n	Expensiveness	O
22	등은	_	_	O
23	가능한	_	_	O
24	한	_	_	O
25	부문(현장)에서,	_	_	O
26	전표	_	_	O
27	기표하여,	_	_	O
28	실비로	_	_	O
29	계상하는	_	_	O
30	것이	_	_	O
31	적절합니다」라고	_	_	O
32	되어	_	_	O
33	있습니다.	_	_	O

#anno-id:10404
#text:전일본민의련의 새로운 부문별 손익계산 및 관리요강안에도 「부문 손익계산서 등의 정확성 확보 및 현장 직원이 스스로 관리하는 것을 권장하기 위하여, 부문에서 발생한 경비 등은 가능한 한 부문(현장)에서, 전표 기표하여, 실비로 계상하는 것이 적절합니다」라고 되어 있습니다.
0	전일본민의련의	_	_	O
1	새로운	_	_	O
2	부문별	부문별.n	Organization	B-Members
3	손익계산	_	_	O
4	및	_	_	O
5	관리요강안에도	_	_	O
6	「부문	_	_	O
7	손익계산서	_	_	O
8	등의	_	_	O
9	정확성	_	_	O
10	확보	_	_	O
11	및	_	_	O
12	현장	_	_	O
13	직원이	_	_	O
14	스스로	_	_	O
15	관리하는	_	_	O
16	것을	_	_	O
17	권장하기	_	_	O
18	위하여,	_	_	O
19	부문에서	_	_	O
20	발생한	_	_	O
21	경비	_	_	O
22	등은	_	_	O
23	가능한	_	_	O
24	한	_	_	O
25	부문(현장)에서,	_	_	O
26	전표	_	_	O
27	기표하여,	_	_	O
28	실비로	_	_	O
29	계상하는	_	_	O
30	것이	_	_	O
31	적절합니다」라고	_	_	O
32	되어	_	_	O
33	있습니다.	_	_	O

#anno-id:10412
#text:전일본민의련의 새로운 부문별 손익계산 및 관리요강안에도 「부문 손익계산서 등의 정확성 확보 및 현장 직원이 스스로 관리하는 것을 권장하기 위하여, 부문에서 발생한 경비 등은 가능한 한 부문(현장)에서, 전표 기표하여, 실비로 계상하는 것이 적절합니다」라고 되어 있습니다.
0	전일본민의련의	_	_	O
1	새로운	_	_	O
2	부문별	_	_	O
3	손익계산	_	_	O
4	및	_	_	O
5	관리요강안에도	_	_	O
6	「부문	_	_	O
7	손익계산서	_	_	O
8	등의	_	_	O
9	정확성	_	_	O
10	확보	_	_	O
11	및	_	_	O
12	현장	_	_	O
13	직원이	_	_	O
14	스스로	_	_	O
15	관리하는	_	_	O
16	것을	_	_	O
17	권장하기	_	_	O
18	위하여,	_	_	O
19	부문에서	_	_	B-Evaluee
20	발생한	_	_	I-Evaluee
21	경비	_	_	I-Evaluee
22	등은	_	_	I-Evaluee
23	가능한	_	_	I-Evaluee
24	한	_	_	I-Evaluee
25	부문(현장)에서,	_	_	I-Evaluee
26	전표	_	_	I-Evaluee
27	기표하여,	_	_	I-Evaluee
28	실비로	_	_	I-Evaluee
29	계상하는	_	_	I-Evaluee
30	것이	_	_	I-Evaluee
31	적절합니다」라고	적절하다.a	Suitability	O
32	되어	_	_	O
33	있습니다.	_	_	O

#anno-id:10416
#text:전일본민의련의 새로운 부문별 손익계산 및 관리요강안에도 「부문 손익계산서 등의 정확성 확보 및 현장 직원이 스스로 관리하는 것을 권장하기 위하여, 부문에서 발생한 경비 등은 가능한 한 부문(현장)에서, 전표 기표하여, 실비로 계상하는 것이 적절합니다」라고 되어 있습니다.
0	전일본민의련의	_	_	O
1	새로운	_	_	O
2	부문별	_	_	O
3	손익계산	_	_	O
4	및	_	_	O
5	관리요강안에도	_	_	O
6	「부문	_	_	O
7	손익계산서	계산서.n	Adding_up	B-Result
8	등의	_	_	O
9	정확성	_	_	O
10	확보	_	_	O
11	및	_	_	O
12	현장	_	_	O
13	직원이	_	_	O
14	스스로	_	_	O
15	관리하는	_	_	O
16	것을	_	_	O
17	권장하기	_	_	O
18	위하여,	_	_	O
19	부문에서	_	_	O
20	발생한	_	_	O
21	경비	_	_	O
22	등은	_	_	O
23	가능한	_	_	O
24	한	_	_	O
25	부문(현장)에서,	_	_	O
26	전표	_	_	O
27	기표하여,	_	_	O
28	실비로	_	_	O
29	계상하는	_	_	O
30	것이	_	_	O
31	적절합니다」라고	_	_	O
32	되어	_	_	O
33	있습니다.	_	_	O

#anno-id:10417
#text:여기서, 그 특허가 보호받을 수 있는 범위에 대해 판례를 참고로 설명하도록 하겠습니다.
0	여기서,	_	_	O
1	그	_	_	O
2	특허가	특허.n	Law	B-Type
3	보호받을	_	_	O
4	수	_	_	O
5	있는	_	_	O
6	범위에	_	_	O
7	대해	_	_	O
8	판례를	_	_	O
9	참고로	_	_	O
