#anno-id:2
#text:태풍 Hugo가 남긴 피해들과 회사 내 몇몇 주요 부서들의 저조한 실적들을 반영하여, Aetna Life and Casualty Co.의 3분기 순이익이 182.6 백만 달러 또는 주당 1.63 달러로 22 % 하락하였다.
0	태풍	_	_	O
1	Hugo가	_	_	O
2	남긴	_	_	O
3	피해들과	_	_	O
4	회사	회사.n	Businesses	O
5	내	_	_	O
6	몇몇	_	_	O
7	주요	_	_	O
8	부서들의	_	_	O
9	저조한	_	_	O
10	실적들을	_	_	O
11	반영하여,	_	_	O
12	Aetna	_	_	O
13	Life	_	_	O
14	and	_	_	O
15	Casualty	_	_	O
16	Co.의	_	_	O
17	3분기	_	_	O
18	순이익이	_	_	O
19	182.6	_	_	O
20	백만	_	_	O
21	달러	_	_	O
22	또는	_	_	O
23	주당	_	_	O
24	1.63	_	_	O
25	달러로	_	_	O
26	22	_	_	O
27	%	_	_	O
28	하락하였다.	_	_	O

#anno-id:22
#text:그러나 이들 청구는 평가하기가 더 어렵고 더 느리기 때문에, 회사는 4분기 실적에 대한 지진의 영향을 예측하지 못하고 있다.
0	그러나	_	_	O
1	이들	_	_	O
2	청구는	_	_	O
3	평가하기가	_	_	O
4	더	_	_	O
5	어렵고	_	_	O
6	더	_	_	O
7	느리기	_	_	O
8	때문에,	_	_	O
9	회사는	_	_	O
10	4분기	분기.n	Calendric_unit	O
11	실적에	_	_	O
12	대한	_	_	O
13	지진의	_	_	O
14	영향을	_	_	O
15	예측하지	_	_	O
16	못하고	_	_	O
17	있다.	_	_	O

#anno-id:28
#text:그러나 이들 청구는 평가하기가 더 어렵고 더 느리기 때문에, 회사는 4분기 실적에 대한 지진의 영향을 예측하지 못하고 있다.
0	그러나	_	_	O
1	이들	_	_	O
2	청구는	_	_	O
3	평가하기가	_	_	O
4	더	_	_	O
5	어렵고	_	_	O
6	더	_	_	O
7	느리기	_	_	O
8	때문에,	_	_	O
9	회사는	_	_	O
10	4분기	_	_	B-Dependent_variable
11	실적에	_	_	I-Dependent_variable
12	대한	_	_	I-Dependent_variable
13	지진의	_	_	B-Influencing_situation
14	영향을	영향.n	Objective_influence	O
15	예측하지	_	_	O
