#anno-id:25022
#text:요소는 가끔 사료로 이용되는 값싼 공급원으로 취급되지만 이러한 이유로 가끔 젖소에 과용되어 피해를 일으키기도 한다.
0	요소는	_	_	O
1	가끔	_	_	O
2	사료로	_	_	O
3	이용되는	_	_	O
4	값싼	_	_	O
5	공급원으로	_	_	O
6	취급되지만	_	_	O
7	이러한	_	_	O
8	이유로	_	_	O
9	가끔	_	_	O
10	젖소에	_	_	O
11	과용되어	과용되다.v	Frugality	O
12	피해를	_	_	O
13	일으키기도	_	_	O
14	한다.	_	_	O

#anno-id:25024
#text:미국은 이미 모잠비크에 1 천 280 만 달러 상당의 긴급구호 및 군사원조를 제공키로 약속했다.
0	미국은	_	_	B-Speaker
1	이미	_	_	O
2	모잠비크에	_	_	O
3	1	_	_	O
4	천	_	_	O
5	280	_	_	O
6	만	_	_	O
7	달러	_	_	O
8	상당의	_	_	O
9	긴급구호	_	_	O
10	및	_	_	O
11	군사원조를	_	_	O
12	제공키로	_	_	O
13	약속했다.	약속하다.v	Commitment	O

#anno-id:25036
#text:프랑스 국빈방문을 위해 6 일 파리에 도착한 김대통령은 7 일자 프랑스 일간 르몽드와의 회견에서 `햇볕정책'으로 확고한 안보태세와 더불어 평화정책이 전 세계의 지지를 받게 됐으며 이로 인해 한반도에 의미 있는 변화가 생겨났다고 주장했다.
0	프랑스	_	_	O
1	국빈방문을	_	_	O
2	위해	_	_	O
3	6	_	_	O
4	일	_	_	O
5	파리에	_	_	O
6	도착한	_	_	O
7	김대통령은	_	_	O
8	7	_	_	O
9	일자	_	_	O
10	프랑스	_	_	O
11	일간	_	_	O
12	르몽드와의	_	_	O
13	회견에서	_	_	O
14	`햇볕정책'으로	_	_	O
15	확고한	_	_	O
16	안보태세와	_	_	O
17	더불어	_	_	O
18	평화정책이	_	_	O
19	전	_	_	O
20	세계의	_	_	O
21	지지를	_	_	O
22	받게	_	_	O
23	됐으며	_	_	O
24	이로	_	_	O
25	인해	_	_	O
26	한반도에	_	_	B-Place
27	의미	_	_	B-Entity
28	있는	_	_	I-Entity
29	변화가	_	_	I-Entity
30	생겨났다고	생겨나다.v	Coming_to_be	O
31	주장했다.	_	_	O

#anno-id:25039
#text:네가 일복이 터졌구다.
0	네가	_	_	O
1	일복이	_	_	O
2	터졌구다.	터지다.v	Event	O

#anno-id:25043
#text:또 저금리 체제가 정착된 99 년에 벤처열풍이 몰아치면서 1 년동안 무려 24 개 업체가 설립됐으며 올들어서는 현재까지 16 개 업체가 세워졌다.
0	또	_	_	O
1	저금리	_	_	O
2	체제가	_	_	O
3	정착된	_	_	O
4	99	_	_	O
5	년에	_	_	O
6	벤처열풍이	_	_	O
7	몰아치면서	_	_	O
8	1	_	_	B-Time
9	년동안	_	_	I-Time
10	무려	_	_	O
11	24	_	_	B-Created_entity
12	개	_	_	I-Created_entity
13	업체가	_	_	I-Created_entity
14	설립됐으며	설립하다.v	Intentionally_create	O
15	올들어서는	_	_	O
16	현재까지	_	_	O
17	16	_	_	O
18	개	_	_	O
19	업체가	_	_	O
20	세워졌다.	_	_	O

#anno-id:25045
#text:상대방과 논쟁하기보다는 설득을 하도록 해라.
0	상대방과	_	_	B-Arguer2
1	논쟁하기보다는	논쟁하다.v	Quarreling	O
2	설득을	_	_	O
3	하도록	_	_	O
4	해라.	_	_	O

#anno-id:25047
#text:미국 국방부는 2 일 아시아에서 최근 군사강대국으로 부상하는 중국에 대한 군사문제를 전담하는 연구센터를 설립했다고 밝혔다.
0	미국	_	_	O
1	국방부는	_	_	O
2	2	_	_	O
3	일	_	_	O
4	아시아에서	_	_	B-Place
5	최근	_	_	B-Time
6	군사강대국으로	_	_	B-Manner
7	부상하는	부상하다.v	Coming_to_be	O
8	중국에	_	_	B-Entity
9	대한	_	_	O
10	군사문제를	_	_	O
11	전담하는	_	_	O
12	연구센터를	_	_	O
13	설립했다고	_	_	O
14	밝혔다.	_	_	O

#anno-id:25085
#text:패잔병들이 무기를 버리고 아군에 항복했다.
0	패잔병들이	_	_	B-Capitulator
1	무기를	_	_	O
2	버리고	_	_	O
3	아군에	_	_	B-Compeller
4	항복했다.	항복하다.v	Giving_in	O

#anno-id:25086
#text:우리들은 피로가 금방 사라진 표정으로 소리를 치며 기뻐했다.
0	우리들은	_	_	B-Experiencer
1	피로가	_	_	B-Manner
2	금방	_	_	I-Manner
3	사라진	_	_	I-Manner
4	표정으로	_	_	I-Manner
5	소리를	_	_	B-Content
6	치며	_	_	O
7	기뻐했다.	기뻐하다.v	Experiencer_focus	O

#anno-id:25088
#text:그녀는 가끔 나에게 뜻 모를 미소를 보냈다.
0	그녀는	_	_	B-Sender
1	가끔	_	_	B-Time
2	나에게	_	_	B-Recipient
3	뜻	_	_	B-Theme
4	모를	_	_	I-Theme
5	미소를	_	_	I-Theme
6	보냈다.	보내다.v	Sending	O

#anno-id:25089
#text:보고서는 또 최근 유럽에서는 암페타민에서 추출한 강력한 신종 마약인 `엑스타시'의 소비가 급증하고 있으며 유럽 마약시장에서 유통되는 대부분의 엑스타시는 네덜란드와 폴란드에서 비밀리에 제조되고 있다고 전했다.
0	보고서는	_	_	O
1	또	_	_	O
2	최근	_	_	O
3	유럽에서는	_	_	O
4	암페타민에서	_	_	O
5	추출한	_	_	O
6	강력한	_	_	O
7	신종	_	_	O
8	마약인	_	_	O
9	`엑스타시'의	_	_	O
10	소비가	_	_	O
11	급증하고	_	_	O
12	있으며	_	_	O
13	유럽	_	_	B-Created_entity
14	마약시장에서	_	_	I-Created_entity
15	유통되는	_	_	I-Created_entity
16	대부분의	_	_	I-Created_entity
17	엑스타시는	_	_	I-Created_entity
18	네덜란드와	_	_	B-Place
19	폴란드에서	_	_	I-Place
20	비밀리에	_	_	B-Manner
21	제조되고	제조하다.v	Creating	O
22	있다고	_	_	O
23	전했다.	_	_	O

#anno-id:25091
#text:그는 전혀 물러서지 않고 내 논문에 잘못된 부분이 많다고 내게 응수했다.
0	그는	_	_	O
1	전혀	_	_	O
2	물러서지	_	_	O
3	않고	_	_	O
4	내	_	_	O
5	논문에	_	_	O
6	잘못된	_	_	B-Response
7	부분이	_	_	I-Response
8	많다고	_	_	B-Response
9	내게	_	_	B-Responding_entity
10	응수했다.	응수하다.v	Response	O

#anno-id:25092
#text:며칠째 해군 함정이 연평도를 순항하고 있다.
0	며칠째	_	_	B-Time
1	해군	_	_	B-Traveler
2	함정이	_	_	I-Traveler
3	연평도를	_	_	B-Place
4	순항하고	순항하다.v	Travel	O
5	있다.	_	_	O

#anno-id:25094
#text:한편 금감위는 은행신탁계정의 수탁고 감소로 신탁계정의 대출한도가 줄어든 데다 대우 워크아웃 등의 요인을 감안해 서울 등 7 개 은행의 15 개 업체에 대한 한도초과대출 859 억 7 천만원 조흥 등 12 개 은행의 33 개 업체에 대한 1 조 7 천 812 억원 한빛 등 5 개 은행의 5 천 817 억원등은 보유한도 초과를 승인했다.
0	한편	_	_	O
1	금감위는	_	_	O
2	은행신탁계정의	_	_	O
3	수탁고	_	_	O
4	감소로	_	_	O
5	신탁계정의	_	_	B-Item
6	대출한도가	_	_	I-Item
7	줄어든	줄어들다.v	Change_position_on_a_scale	O
8	데다	_	_	O
9	대우	_	_	O
10	워크아웃	_	_	O
11	등의	_	_	O
12	요인을	_	_	O
13	감안해	_	_	O
14	서울	_	_	O
15	등	_	_	O
16	7	_	_	O
17	개	_	_	O
18	은행의	_	_	O
19	15	_	_	O
20	개	_	_	O
21	업체에	_	_	O
22	대한	_	_	O
23	한도초과대출	_	_	O
24	859	_	_	O
25	억	_	_	O
26	7	_	_	O
27	천만원	_	_	O
28	조흥	_	_	O
29	등	_	_	O
30	12	_	_	O
31	개	_	_	O
32	은행의	_	_	O
33	33	_	_	O
34	개	_	_	O
35	업체에	_	_	O
36	대한	_	_	O
37	1	_	_	O
38	조	_	_	O
39	7	_	_	O
40	천	_	_	O
41	812	_	_	O
42	억원	_	_	O
43	한빛	_	_	O
44	등	_	_	O
45	5	_	_	O
