#anno-id:7874
#text:보고서에 의하면 북한은 천연 화학물질, 전구물질, 그리고 실제 작용제가를 생산 및/ 혹은 저장하는 12 개의 화학무기 시설과, 그리고 여섯 개의 주요 화학무기 저장고를 보유하고 있는 것으로 나타났다.
0	보고서에	_	_	O
1	의하면	_	_	O
2	북한은	_	_	O
3	천연	_	_	O
4	화학물질,	_	_	O
5	전구물질,	_	_	O
6	그리고	_	_	O
7	실제	_	_	O
8	작용제가를	_	_	O
9	생산	_	_	O
10	및/	_	_	O
11	혹은	_	_	O
12	저장하는	_	_	O
13	12	_	_	O
14	개의	_	_	O
15	화학무기	_	_	O
16	시설과,	_	_	O
17	그리고	_	_	O
18	여섯	_	_	O
19	개의	_	_	O
20	주요	주요.n	Importance	O
21	화학무기	_	_	O
22	저장고를	_	_	O
23	보유하고	_	_	O
24	있는	_	_	O
25	것으로	_	_	O
26	나타났다.	_	_	O

#anno-id:7877
#text:보고서에 의하면 북한은 천연 화학물질, 전구물질, 그리고 실제 작용제가를 생산 및/ 혹은 저장하는 12 개의 화학무기 시설과, 그리고 여섯 개의 주요 화학무기 저장고를 보유하고 있는 것으로 나타났다.
0	보고서에	_	_	O
1	의하면	_	_	O
2	북한은	_	_	O
3	천연	_	_	O
4	화학물질,	_	_	O
5	전구물질,	_	_	O
6	그리고	_	_	O
7	실제	_	_	O
8	작용제가를	_	_	O
9	생산	_	_	O
10	및/	_	_	O
11	혹은	_	_	O
12	저장하는	_	_	O
13	12	_	_	O
14	개의	_	_	O
15	화학무기	_	_	B-Use
16	시설과,	시설.n	Locale_by_use	O
17	그리고	_	_	O
18	여섯	_	_	O
19	개의	_	_	O
20	주요	_	_	O
21	화학무기	_	_	O
22	저장고를	_	_	O
23	보유하고	_	_	O
24	있는	_	_	O
25	것으로	_	_	O
26	나타났다.	_	_	O

#anno-id:7880
#text:북한은 또한 비무장 지대 ( DMZ ) 와 서울 도달 범위 이내에 화학무기 투하에 특히 효과적인 다연장로켓포를 포함한 -- 수 천문의 포병 시스템을 배치하였다.
0	북한은	_	_	O
1	또한	_	_	O
2	비무장	_	_	O
3	지대	_	_	O
4	(	_	_	O
5	DMZ	_	_	O
6	)	_	_	O
7	와	_	_	O
8	서울	_	_	O
9	도달	_	_	O
10	범위	_	_	O
11	이내에	_	_	O
12	화학무기	_	_	B-Part
13	투하에	_	_	I-Part
14	특히	_	_	I-Part
15	효과적인	_	_	I-Part
16	다연장로켓포를	_	_	I-Part
17	포함한	포함하다.v	Inclusion	O
18	--	_	_	O
19	수	_	_	B-Total
20	천문의	_	_	I-Total
21	포병	_	_	I-Total
22	시스템을	_	_	I-Total
23	배치하였다.	_	_	O

#anno-id:7889
#text:2002년 12월, 스페인과 미 해군은 스커드 미사일을 적재한 북한 선박을 가로막았으나, 그런 다음 배가 예멘에 미사일을 인도하기 위해 나가도록 허용하였다.
0	2002년	_	_	O
1	12월,	_	_	O
2	스페인과	_	_	B-Authority
3	미	_	_	I-Authority
4	해군은	_	_	I-Authority
5	스커드	_	_	O
6	미사일을	_	_	O
7	적재한	_	_	O
8	북한	_	_	O
9	선박을	_	_	O
10	가로막았으나,	_	_	O
11	그런	_	_	B-Time
12	다음	_	_	I-Time
13	배가	_	_	B-Protagonist
14	예멘에	_	_	B-Action
15	미사일을	_	_	I-Action
16	인도하기	_	_	I-Action
17	위해	_	_	I-Action
18	나가도록	_	_	I-Action
19	허용하였다.	허용하다.v	Deny_or_grant_permission	O

#anno-id:7894
#text:2002년 12월, 스페인과 미 해군은 스커드 미사일을 적재한 북한 선박을 가로막았으나, 그런 다음 배가 예멘에 미사일을 인도하기 위해 나가도록 허용하였다.
0	2002년	_	_	O
1	12월,	_	_	O
2	스페인과	_	_	O
3	미	_	_	O
4	해군은	_	_	O
5	스커드	_	_	O
6	미사일을	_	_	B-Theme
7	적재한	_	_	O
8	북한	_	_	O
9	선박을	_	_	O
10	가로막았으나,	_	_	O
11	그런	_	_	O
12	다음	_	_	O
13	배가	_	_	B-Deliverer
14	예멘에	_	_	B-Recipient
15	미사일을	_	_	O
16	인도하기	인도하다.v	Delivery	O
17	위해	_	_	O
18	나가도록	_	_	O
19	허용하였다.	_	_	O

#anno-id:7914
#text:비밀의 핵무기 프로그램을 개발하는 국가들은 보통 외부 세계로부터 이러한 프로그램에 대한 정보를 숨기기 위해 많이 애쓰고 있다.
0	비밀의	_	_	B-Manner
1	핵무기	_	_	B-Salient_entity
2	프로그램을	프로그램.n	Project	O
3	개발하는	_	_	O
4	국가들은	_	_	O
5	보통	_	_	O
6	외부	_	_	O
7	세계로부터	_	_	O
8	이러한	_	_	O
9	프로그램에	_	_	O
10	대한	_	_	O
11	정보를	_	_	O
12	숨기기	_	_	O
13	위해	_	_	O
14	많이	_	_	O
15	애쓰고	_	_	O
16	있다.	_	_	O

#anno-id:7915
#text:비밀의 핵무기 프로그램을 개발하는 국가들은 보통 외부 세계로부터 이러한 프로그램에 대한 정보를 숨기기 위해 많이 애쓰고 있다.
0	비밀의	_	_	B-Project
1	핵무기	_	_	I-Project
2	프로그램을	_	_	I-Project
3	개발하는	개발하다.v	Cause_to_make_progress	O
4	국가들은	_	_	B-Agent
5	보통	_	_	O
6	외부	_	_	O
7	세계로부터	_	_	O
8	이러한	_	_	O
9	프로그램에	_	_	O
10	대한	_	_	O
11	정보를	_	_	O
12	숨기기	_	_	O
13	위해	_	_	O
14	많이	_	_	O
15	애쓰고	_	_	O
16	있다.	_	_	O

#anno-id:7923
#text:그럼에도 불구하고, 비밀의 핵무기 프로그램을 가지고 있다는 의심을 받는 국가들은 비확산 전문가, 정보 요원, 그리고 다른 관찰자들에 의한 철저한 조사 대상이다.
0	그럼에도	_	_	O
1	불구하고,	_	_	O
2	비밀의	_	_	O
3	핵무기	_	_	O
4	프로그램을	_	_	O
5	가지고	_	_	O
6	있다는	_	_	O
7	의심을	_	_	O
8	받는	_	_	O
9	국가들은	_	_	O
10	비확산	_	_	O
11	전문가,	_	_	O
12	정보	정보.n	Information	O
13	요원,	_	_	O
14	그리고	_	_	O
15	다른	_	_	O
16	관찰자들에	_	_	O
17	의한	_	_	O
18	철저한	_	_	O
19	조사	_	_	O
20	대상이다.	_	_	O

#anno-id:7929
#text:결과로 나온 분석은 그 국가의 능력에 대한 추정값의 범위만 만들어 내지만, 불확실성에 대한 한계는 정할 수 있다.
0	결과로	_	_	O
1	나온	_	_	O
2	분석은	_	_	O
3	그	_	_	O
4	국가의	_	_	B-Entity
5	능력에	능력.n	Capability	O
6	대한	_	_	O
7	추정값의	_	_	O
8	범위만	_	_	O
9	만들어	_	_	O
10	내지만,	_	_	O
11	불확실성에	_	_	O
12	대한	_	_	O
13	한계는	_	_	O
14	정할	_	_	O
15	수	_	_	O
16	있다.	_	_	O

#anno-id:7931
#text:결과로 나온 분석은 그 국가의 능력에 대한 추정값의 범위만 만들어 내지만, 불확실성에 대한 한계는 정할 수 있다.
0	결과로	_	_	O
1	나온	_	_	O
2	분석은	_	_	O
3	그	_	_	O
4	국가의	국가.n	Political_locales	O
5	능력에	_	_	O
6	대한	_	_	O
7	추정값의	_	_	O
8	범위만	_	_	O
9	만들어	_	_	O
10	내지만,	_	_	O
11	불확실성에	_	_	O
12	대한	_	_	O
13	한계는	_	_	O
14	정할	_	_	O
15	수	_	_	O
16	있다.	_	_	O

#anno-id:7936
#text:분석 도구로는 뉴스 매체의 성명 및 기사 검사, 비밀이 아닌 정보 추측을 포함한 정부 보고서, 비밀 프로그램에 관한 정보에 접근한 내부자 인터뷰, 분석가들의 보고와 같은 제2 출처 검토, 그리고 국가 핵 기반 시설에 관한 가장 가용한 정보에 바탕을 둔 과학적인 계산을 하는 것을 포함한다.
0	분석	_	_	O
1	도구로는	_	_	O
2	뉴스	_	_	O
3	매체의	_	_	O
4	성명	_	_	O
5	및	_	_	O
6	기사	_	_	O
7	검사,	_	_	O
8	비밀이	_	_	O
9	아닌	_	_	O
10	정보	정보.n	Information	O
11	추측을	_	_	O
12	포함한	_	_	O
13	정부	_	_	O
14	보고서,	_	_	O
15	비밀	_	_	O
16	프로그램에	_	_	O
17	관한	_	_	O
18	정보에	_	_	O
19	접근한	_	_	O
20	내부자	_	_	O
21	인터뷰,	_	_	O
22	분석가들의	_	_	O
23	보고와	_	_	O
24	같은	_	_	O
25	제2	_	_	O
26	출처	_	_	O
27	검토,	_	_	O
28	그리고	_	_	O
29	국가	_	_	O
30	핵	_	_	O
31	기반	_	_	O
32	시설에	_	_	O
33	관한	_	_	O
34	가장	_	_	O
35	가용한	_	_	O
36	정보에	_	_	O
37	바탕을	_	_	O
38	둔	_	_	O
39	과학적인	_	_	O
40	계산을	_	_	O
41	하는	_	_	O
42	것을	_	_	O
43	포함한다.	_	_	O

#anno-id:7938
#text:분석 도구로는 뉴스 매체의 성명 및 기사 검사, 비밀이 아닌 정보 추측을 포함한 정부 보고서, 비밀 프로그램에 관한 정보에 접근한 내부자 인터뷰, 분석가들의 보고와 같은 제2 출처 검토, 그리고 국가 핵 기반 시설에 관한 가장 가용한 정보에 바탕을 둔 과학적인 계산을 하는 것을 포함한다.
0	분석	_	_	O
1	도구로는	_	_	O
2	뉴스	_	_	O
3	매체의	_	_	O
4	성명	_	_	O
5	및	_	_	O
6	기사	_	_	O
7	검사,	_	_	O
8	비밀이	_	_	O
9	아닌	_	_	O
10	정보	정보.n	Information	O
11	추측을	_	_	O
12	포함한	_	_	O
13	정부	_	_	O
14	보고서,	_	_	O
15	비밀	_	_	O
16	프로그램에	_	_	O
17	관한	_	_	O
18	정보에	_	_	O
19	접근한	_	_	O
20	내부자	_	_	O
21	인터뷰,	_	_	O
22	분석가들의	_	_	O
