#anno-id:7411
#text:협력적 위협 감소 ( CTR ) 프로그램 하에서, Biomedpreparat는 해체되고 안전 및 보안은 SCQZI와 SRAI에서 업그레이드 되었다.
0	협력적	_	_	B-Activity
1	위협	_	_	I-Activity
2	감소	_	_	I-Activity
3	(	_	_	I-Activity
4	CTR	_	_	I-Activity
5	)	_	_	I-Activity
6	프로그램	프로그램.n	Project	O
7	하에서,	_	_	O
8	Biomedpreparat는	_	_	O
9	해체되고	_	_	O
10	안전	_	_	O
11	및	_	_	O
12	보안은	_	_	O
13	SCQZI와	_	_	O
14	SRAI에서	_	_	O
15	업그레이드	_	_	O
16	되었다.	_	_	O

#anno-id:7414
#text:카자흐스탄은 Pavlodar 시에 있는 알려진 화학무기 ( CW ) 생산 공장 하나를 물려받았다.
0	카자흐스탄은	_	_	O
1	Pavlodar	_	_	B-Ground
2	시에	에.j	Locative_relation	I-Ground
3	있는	_	_	O
4	알려진	_	_	O
5	화학무기	_	_	O
6	(	_	_	O
7	CW	_	_	O
8	)	_	_	O
9	생산	_	_	O
10	공장	_	_	O
11	하나를	_	_	O
12	물려받았다.	_	_	O

#anno-id:7415
#text:소비에트 연방이 화학무기금지협정과 관련된 협상에 관여하게된 이후인 1987년에 그 공장 건설은 중단되었고, 그래서 공장은 어떤 화학무기 작용제도 생산하지 않았다.
0	소비에트	_	_	O
1	연방이	_	_	O
2	화학무기금지협정과	_	_	O
3	관련된	_	_	O
4	협상에	_	_	O
5	관여하게된	_	_	O
6	이후인	_	_	O
7	1987년에	_	_	O
8	그	_	_	O
9	공장	공장.n	Locale_by_use	O
10	건설은	_	_	O
11	중단되었고,	_	_	O
12	그래서	_	_	O
13	공장은	_	_	O
14	어떤	_	_	O
15	화학무기	_	_	O
16	작용제도	_	_	O
17	생산하지	_	_	O
18	않았다.	_	_	O

#anno-id:7426
#text:리비아의 WMD, 그리고 특히 탄도 미사일을 획득하려는 동기는 부분적으로는 이스라엘의 비밀 핵 프로그램에 대응하고 중동과 아프리카의 정치적 문제에서 더 적극적인 국가가 되기를 원한 것으로 보인다.
0	리비아의	_	_	B-Agent
1	WMD,	_	_	B-Action
2	그리고	_	_	I-Action
3	특히	_	_	I-Action
4	탄도	_	_	I-Action
5	미사일을	_	_	I-Action
6	획득하려는	_	_	I-Action
7	동기는	동기.n	Reason	O
8	부분적으로는	_	_	O
9	이스라엘의	_	_	O
10	비밀	_	_	O
11	핵	_	_	O
12	프로그램에	_	_	O
13	대응하고	_	_	O
14	중동과	_	_	O
15	아프리카의	_	_	O
16	정치적	_	_	O
17	문제에서	_	_	O
18	더	_	_	O
19	적극적인	_	_	O
20	국가가	_	_	O
21	되기를	_	_	O
22	원한	_	_	O
23	것으로	_	_	O
24	보인다.	_	_	O

#anno-id:7432
#text:리비아의 WMD, 그리고 특히 탄도 미사일을 획득하려는 동기는 부분적으로는 이스라엘의 비밀 핵 프로그램에 대응하고 중동과 아프리카의 정치적 문제에서 더 적극적인 국가가 되기를 원한 것으로 보인다.
0	리비아의	_	_	B-Recipient
1	WMD,	_	_	B-Theme
2	그리고	_	_	I-Theme
3	특히	_	_	I-Theme
4	탄도	_	_	I-Theme
5	미사일을	_	_	I-Theme
6	획득하려는	획득하다.v	Getting	O
7	동기는	_	_	O
8	부분적으로는	_	_	O
9	이스라엘의	_	_	O
10	비밀	_	_	O
11	핵	_	_	O
12	프로그램에	_	_	O
13	대응하고	_	_	O
14	중동과	_	_	O
15	아프리카의	_	_	O
16	정치적	_	_	O
17	문제에서	_	_	O
18	더	_	_	O
